Dataset,Samples,Avg Accuracy,Std Accuracy,Avg AUC,Std AUC,Avg Train Time
dataset_3.csv,3196,0.9943671630094044,0.0036541019171868723,0.9995712979898931,0.000677071621530206,0.168486825178843
dataset_11.csv,625,0.9711725550435227,0.025590678657674806,0.9977008771390643,0.0029682005311192938,0.0825769365997985
dataset_12.csv,2000,0.9814999999999999,0.01323820229487374,0.9996333333333334,0.0003794082461992016,0.6625086554093287
dataset_14.csv,2000,0.892,0.014000000000000012,0.9913083333333335,0.0022356003557472597,0.23256896008970215
dataset_15.csv,699,0.967080745341615,0.012906706758755562,0.9944747181964575,0.003631137624374984,0.09606120550306514
dataset_16.csv,2000,0.9819999999999999,0.01100000000000001,0.9996722222222223,0.00024745619390352134,0.21011467730859296
dataset_18.csv,2000,0.759,0.015779733838059515,0.9697277777777777,0.0037508394122244934,0.09215031220810488
dataset_22.csv,2000,0.8779999999999999,0.017058722109231997,0.9887027777777778,0.0020461138262871893,0.16052747570211068
dataset_23.csv,1473,0.5620656370656371,0.042346158477267824,0.7556522998343296,0.026246533820856822,0.09411030063638463
dataset_28.csv,5620,0.9873665480427045,0.00524533913629313,0.9998387501785361,0.00013768722399577107,0.3430574272875674
dataset_31.csv,1000,0.7559999999999999,0.021540659228538032,0.7888571428571429,0.04235536948561583,0.1027235236018896
dataset_32.csv,10992,0.9964518984200514,0.0021704346825944646,0.9998688521342656,0.00020676719656283966,0.2537598350318149
dataset_37.csv,768,0.7642515379357484,0.0387924305493716,0.8463703703703704,0.04527295413705238,0.08127309120027348
dataset_44.csv,4601,0.9584881637272471,0.007677599977338965,0.9898872568236703,0.0033873142348754925,0.3032851719064638
dataset_46.csv,3190,0.9692789968652036,0.005914721712888139,0.9954783301409238,0.002406408077242846,0.28128876239061357
dataset_50.csv,958,0.9853728070175439,0.013429237986662974,0.999615861333129,0.0006733090621067924,0.08836158047197387
dataset_54.csv,846,0.8723949579831933,0.033069208140656094,0.9725360638518762,0.009157103113330801,0.09726636899868027
dataset_151.csv,45312,0.8755736494479629,0.003862576274902329,0.9532019709015987,0.0017258975116055428,2.940643564797938
dataset_182.csv,6430,0.9325038880248833,0.010179202595305479,0.9944873956180101,0.000845268178461087,0.2906888483092189
dataset_188.csv,736,0.729544613106257,0.05051045389706279,0.9343801425024161,0.014132126194461022,0.09456596430391073
dataset_458.csv,841,1.0,0.0,1.0,0.0,0.13938386408844963
dataset_469.csv,797,0.1957120253164557,0.02738498054608939,0.5885141921336148,0.03019322836135939,0.10761666160542518
dataset_1049.csv,1458,0.9176995748700992,0.01589548275410651,0.9577359068627451,0.016089579955977384,0.13541405141586438
dataset_1050.csv,1563,0.8963498285154335,0.010280162129275365,0.8432117527862208,0.048008321477754405,0.13305735969915986
dataset_1053.csv,10885,0.8149745280343543,0.004765749696854256,0.7321977191588304,0.02286974788050947,0.6026937312213704
dataset_1063.csv,522,0.8488388969521046,0.04499104589710562,0.8455456129236616,0.09157688960315828,0.10413862958084792
dataset_1067.csv,2109,0.8629632137215075,0.011368443563288633,0.8294154460856763,0.03695000277090723,0.2591140298289247
dataset_1068.csv,1109,0.9413923013923015,0.012236387526742127,0.8971980689213698,0.05894555793216148,0.10250313688302412
dataset_4134.csv,3751,0.7693943262411348,0.02049651775493748,0.8468581987797299,0.01920875881936636,6.180832719698083
dataset_1510.csv,569,0.9771616541353383,0.015779307354875233,0.9964309764309764,0.005583234709027404,0.0924352113972418
dataset_1489.csv,5404,0.915436092284521,0.011447889192832362,0.9671248280030504,0.006311401402751814,0.11750560031505301
dataset_1494.csv,1055,0.8824977538185086,0.02503322020355568,0.9443372933714548,0.015761104148489385,0.11164818081306294
dataset_1497.csv,5456,0.9917505124844576,0.004206109166600423,0.99990521891306,6.983410686997088e-05,0.1781644564936869
dataset_1501.csv,1593,0.9378537735849057,0.025483178608913075,0.9968851591168815,0.0015486727304955443,0.572935271798633
dataset_1480.csv,583,0.7169199298655757,0.037564054568886396,0.7633828226412517,0.0680892887976772,0.097840006405022
dataset_1485.csv,2600,0.8969230769230767,0.017608497141937834,0.9558106508875739,0.009597800945570369,2.232178955490235
dataset_1486.csv,34465,0.9621646233714716,0.0033877448609456492,0.9926302785052936,0.0009699455816357376,26.054646823601797
dataset_1487.csv,2534,0.949489589493013,0.009629189732056776,0.93172523756338,0.017245234488448835,0.24914120711619034
dataset_1468.csv,1080,0.9564814814814815,0.02113465224169133,0.997829861111111,0.001666810666575931,0.7590991749195382
dataset_1475.csv,6118,0.6124474503385643,0.01704374946266955,0.8502461784709606,0.009757543772096072,0.3321815441013314
dataset_1462.csv,1372,1.0,0.0,1.0,0.0,0.09579171729274094
dataset_1464.csv,748,0.7901081081081082,0.021506065078472254,0.7641010205251692,0.05031378942710474,0.09524507152382285
dataset_4534.csv,11055,0.9669836269463967,0.0030561034345775273,0.9958355706130634,0.0009478012777149823,0.3104072313173674
dataset_1461.csv,45211,0.9107075380007066,0.0045852443984621535,0.9365485049738418,0.004678100329674478,3.997038513224106
dataset_4538.csv,9873,0.7287567322561723,0.012622633186357217,0.9216993679511954,0.004727671952708897,0.3527807158883661
dataset_1478.csv,10299,0.9931060413069528,0.0019152081607025416,0.9999114055005623,2.8428930519713816e-05,5.575133231712971
dataset_40966.csv,1080,1.0,0.0,1.0,0.0,0.17262719731079415
dataset_40982.csv,1941,0.8443933386201428,0.028473948121086383,0.9787859657024217,0.006305152234921029,0.13233429830288515
dataset_40994.csv,540,0.95,0.03104269373007447,0.9533877551020409,0.07002707871556593,0.09812402061652392
