Dataset,Samples,Avg Accuracy,Std Accuracy,Avg AUC,Std AUC,Avg Train Time
dataset_3.csv,3196,0.994998040752351,0.003749022296002242,0.9991994339494387,0.0013253037655102514,3.9307756854017497
dataset_11.csv,625,0.8879672299027138,0.037812190027597906,0.9583689681669292,0.019229175812997733,6.85098845299799
dataset_12.csv,2000,0.968,0.008426149773176366,0.998836111111111,0.0009130779921524513,9.320869786001277
dataset_14.csv,2000,0.851,0.016248076809271934,0.9825444444444444,0.0049802883054034025,11.174352999101393
dataset_15.csv,699,0.9569979296066252,0.02814715593086426,0.9907850241545895,0.009675383014482201,1.2784180868009571
dataset_16.csv,2000,0.966,0.01044030650891056,0.9987305555555557,0.0007911596817175048,7.652458673607907
dataset_18.csv,2000,0.694,0.023853720883753104,0.9488611111111112,0.005889465380587271,19.929239908099408
dataset_22.csv,2000,0.782,0.02135415650406262,0.9571166666666668,0.004148047287133607,13.8002270866069
dataset_23.csv,1473,0.5058052950910094,0.04393617945111579,0.6763120632080925,0.029276250608472915,9.640220172001865
dataset_28.csv,5620,0.9841637010676157,0.005305356411343625,0.9997265673510883,0.00014679930476394813,10.12813078739855
dataset_31.csv,1000,0.75,0.044497190922573995,0.7628095238095238,0.06960349314871632,3.2090907562029316
dataset_32.csv,10992,0.9931772685912815,0.0023799050846007026,0.9997697483026012,0.00034890458640092297,11.77574725400773
dataset_37.csv,768,0.7109364319890636,0.04417768833858353,0.7676210826210826,0.033065177136606574,2.524460807000287
dataset_44.csv,4601,0.9558813543336792,0.010506836495455535,0.9889940887766011,0.006132678972487597,7.05579646320839
dataset_46.csv,3190,0.9598746081504702,0.011458098358932332,0.9946265964438308,0.002411728508085042,6.055443311107228
dataset_50.csv,958,1.0,0.0,1.0,0.0,1.9386640551965684
dataset_54.csv,846,0.7778711484593838,0.030951493706943427,0.9315120325676203,0.01282006595908645,5.2834562607022235
dataset_151.csv,45312,0.9316737078277855,0.004100980367806253,0.9813347512851328,0.0017071884211824625,6.117632548397523
dataset_182.csv,6430,0.9245723172628304,0.009181009109266202,0.9913996984124008,0.0020201113368251756,13.13415540009446
dataset_188.csv,736,0.660292484265087,0.05349540208797735,0.9011729809404331,0.015226198101534397,6.999717617704301
dataset_458.csv,841,0.9904901960784315,0.008905063247002928,0.9999852594339622,4.422169811322263e-05,2.3254970018024324
dataset_469.csv,797,0.19068037974683544,0.04322143337415129,0.5377194226365478,0.029996700131478274,14.605985012304155
dataset_1049.csv,1458,0.9115257439773267,0.011208811488569078,0.9477685866013073,0.015328691036679557,2.7247880608949346
dataset_1050.csv,1563,0.8905887636779356,0.012673779259076654,0.8089554837892603,0.07235784951204144,3.1556991340010425
dataset_1053.csv,10885,0.8098298324150598,0.007556105016508858,0.7114459934747858,0.017217472968788144,4.6406003907031845
dataset_1063.csv,522,0.8371190130624093,0.023425524886792573,0.7594345898004435,0.0768746231190349,2.154043853803887
dataset_1067.csv,2109,0.8568065899345519,0.01367737817805592,0.7581270207290722,0.059611909696696525,3.245064075899427
dataset_1068.csv,1109,0.9323505323505323,0.018673218673218677,0.8417929158220421,0.07069216425247113,2.3619331394991603
dataset_4134.csv,3751,0.8056560283687944,0.010679207040079273,0.8803615238565776,0.011801755207297052,8.412578901697998
dataset_1510.csv,569,0.9631578947368421,0.026548677106002738,0.9927392977392977,0.008535606975067734,1.0149066665966529
dataset_1489.csv,5404,0.9046998014650509,0.01095141058818753,0.9607059413442046,0.007737162357873071,4.275047992402688
dataset_1494.csv,1055,0.8682030548068285,0.027862747785713404,0.9249644911104538,0.027214524531445294,2.82126093240804
dataset_1497.csv,5456,0.9974342171589878,0.002041286946870308,0.9999594745130322,7.775659551936106e-05,4.113797949595027
dataset_1501.csv,1593,0.9416391509433962,0.018511956315466135,0.9971182333971196,0.002507610394464442,9.709764490905219
dataset_1480.csv,583,0.7013734658094681,0.045251284354091086,0.7414166581266652,0.05837657464821152,2.483128892199602
dataset_1485.csv,2600,0.8080769230769231,0.029465153423530455,0.8906923076923077,0.02267714791058692,5.963581556701683
dataset_1486.csv,34465,0.9761497586956853,0.0018426632435504368,0.9965143754441819,0.0005235089463952155,6.820720286606229
dataset_1487.csv,2534,0.9447527310074383,0.009657611692013523,0.9166256692550437,0.03293511785196187,2.95417297029926
dataset_1468.csv,1080,0.8407407407407407,0.03533108153396095,0.9812114197530866,0.007184088472883243,11.202245921097347
dataset_1475.csv,6118,0.6221034840559245,0.010967755390986288,0.8433586605237684,0.00914261477776427,24.493474080995657
dataset_1462.csv,1372,0.9963609436157833,0.0048728905662124245,0.9998495680333471,0.00027312721788545714,1.2785368473909329
dataset_1464.csv,748,0.7287207207207207,0.0460350452106839,0.6694387111569775,0.047386755159373004,2.4128429318981945
dataset_4534.csv,11055,0.9749431729848708,0.0036205778895019203,0.9970274293128932,0.0009659744457565457,5.801113387398073
dataset_1461.csv,45211,0.905421229016176,0.002625631551212677,0.9280235966724766,0.006131472040376321,7.111581548495451
dataset_4538.csv,9873,0.7123441787775494,0.010883088627778849,0.911739145425749,0.00655311154184469,28.76709450879425
dataset_1478.csv,10299,0.9942709954994481,0.0032917388928418233,0.9999394737967149,4.190410209616256e-05,11.134839599201223
dataset_40966.csv,1080,0.9953703703703702,0.007465053470646798,0.999990501519757,2.84954407294924e-05,5.0074805283016754
